OTU_id	0	1	10	11	12	13	14	15	16	17	18	19	2	20	21	22	23	24	25	26	27	28	29	3	30	31	32	33	34	35	36	37	38	39	4	40	41	42	43	44	45	46	47	48	49	5	6	7	8	9
0	1.000	0.716	0.058	0.005	0.070	0.042	-0.006	0.003	-0.105	-0.059	0.014	-0.085	-0.010	-0.035	0.018	0.032	-0.046	-0.083	-0.137	-0.049	0.082	0.057	-0.022	-0.103	-0.081	0.053	-0.048	-0.037	0.130	0.037	0.010	-0.029	-0.066	0.076	0.013	0.082	0.081	-0.022	-0.016	-0.043	0.032	0.043	-0.011	0.012	-0.136	-0.004	-0.006	0.072	0.122	-0.067
1	0.716	1.000	0.007	0.029	0.081	0.077	-0.008	-0.047	-0.078	-0.092	0.050	-0.107	-0.093	-0.013	0.027	-0.015	0.028	-0.007	-0.141	0.048	0.067	0.008	0.012	0.029	-0.072	0.028	-0.091	0.076	0.097	0.021	0.032	-0.059	-0.111	0.048	0.043	0.027	0.082	-0.119	0.057	-0.020	0.046	-0.011	-0.055	0.014	-0.032	-0.029	-0.001	0.073	0.106	-0.076
10	0.058	0.007	1.000	-0.570	0.147	0.046	0.084	-0.038	-0.042	-0.071	0.011	-0.029	0.049	-0.010	0.121	0.015	-0.020	-0.038	-0.113	0.042	0.066	0.018	0.016	0.007	-0.016	-0.083	-0.031	0.061	0.020	0.023	-0.005	-0.047	0.029	0.047	-0.060	-0.019	0.008	-0.027	-0.083	-0.038	0.010	0.024	-0.051	-0.053	0.016	0.055	0.006	-0.023	-0.018	-0.038
11	0.005	0.029	-0.570	1.000	-0.073	-0.009	0.059	-0.084	-0.020	0.122	0.029	0.087	-0.008	-0.007	-0.017	-0.000	0.066	-0.000	0.044	-0.000	-0.083	0.025	-0.011	0.016	0.012	0.072	0.011	0.013	0.012	-0.010	0.015	0.127	-0.053	-0.058	0.018	0.021	-0.080	-0.080	0.054	-0.008	0.026	0.001	-0.048	0.059	0.047	-0.138	-0.063	-0.037	0.002	0.032
12	0.070	0.081	0.147	-0.073	1.000	0.398	0.025	0.040	-0.069	-0.178	0.051	-0.051	0.088	0.080	0.029	-0.087	-0.064	0.003	0.020	0.040	-0.043	-0.040	0.053	0.040	0.040	0.062	-0.081	0.083	0.026	0.033	0.017	-0.048	-0.015	-0.003	-0.021	0.028	-0.070	-0.061	0.042	-0.031	-0.110	0.088	0.117	-0.074	-0.019	0.022	0.009	-0.022	0.013	-0.064
13	0.042	0.077	0.046	-0.009	0.398	1.000	0.055	0.059	-0.061	-0.067	0.055	-0.042	-0.014	0.042	-0.057	-0.020	0.071	-0.030	0.070	0.006	-0.048	0.011	0.063	-0.005	0.041	-0.025	-0.117	-0.015	0.096	-0.074	-0.025	0.049	-0.127	-0.088	-0.028	-0.008	-0.074	-0.114	0.070	0.015	0.052	0.140	0.059	-0.061	0.106	-0.026	0.033	-0.039	-0.022	-0.035
14	-0.006	-0.008	0.084	0.059	0.025	0.055	1.000	-0.317	-0.053	0.058	0.001	-0.078	-0.015	0.019	0.109	0.018	0.075	0.058	-0.083	-0.036	-0.043	0.007	0.013	0.004	0.010	-0.001	-0.010	-0.008	0.008	-0.025	-0.080	0.007	0.013	0.016	-0.055	0.017	0.013	-0.016	0.044	-0.102	-0.053	-0.012	-0.005	-0.028	-0.017	0.020	-0.040	0.013	0.016	0.062
15	0.003	-0.047	-0.038	-0.084	0.040	0.059	-0.317	1.000	-0.049	-0.088	0.035	0.011	0.009	-0.028	-0.050	0.119	0.039	-0.118	0.086	0.041	-0.093	-0.016	0.018	0.031	0.096	-0.005	-0.025	0.014	-0.021	0.012	0.059	-0.019	0.019	0.093	-0.009	-0.022	-0.032	-0.020	0.009	-0.002	0.028	0.032	0.092	-0.059	-0.060	0.064	0.076	-0.078	0.004	-0.037
16	-0.105	-0.078	-0.042	-0.020	-0.069	-0.061	-0.053	-0.049	1.000	0.021	-0.074	0.041	-0.020	0.024	-0.047	0.010	-0.001	0.002	0.032	0.070	0.009	-0.060	0.059	0.007	0.035	0.025	0.121	-0.029	-0.053	-0.064	0.008	0.019	0.117	-0.004	0.030	-0.069	0.082	0.065	0.040	0.167	-0.087	-0.142	0.035	0.046	0.033	-0.035	0.019	-0.007	0.002	0.004
17	-0.059	-0.092	-0.071	0.122	-0.178	-0.067	0.058	-0.088	0.021	1.000	-0.064	0.056	0.072	0.004	-0.017	0.018	-0.063	-0.009	0.016	-0.036	0.062	0.003	-0.097	-0.022	0.037	0.128	0.049	0.089	-0.007	-0.040	-0.045	0.049	0.019	0.031	0.082	0.039	0.123	0.106	-0.023	-0.037	0.098	-0.014	-0.084	0.013	-0.097	-0.108	0.025	-0.022	-0.075	0.055
18	0.014	0.050	0.011	0.029	0.051	0.055	0.001	0.035	-0.074	-0.064	1.000	0.046	-0.079	-0.083	-0.033	0.020	0.077	0.050	-0.016	0.042	-0.012	0.052	-0.048	-0.010	0.040	-0.006	-0.128	0.065	-0.037	0.033	-0.027	0.018	0.065	0.018	-0.062	-0.041	-0.016	0.083	-0.033	-0.046	-0.041	0.061	0.073	-0.095	-0.039	0.042	-0.037	0.036	-0.031	0.089
19	-0.085	-0.107	-0.029	0.087	-0.051	-0.042	-0.078	0.011	0.041	0.056	0.046	1.000	0.080	-0.102	0.023	0.108	-0.009	-0.012	0.012	-0.089	-0.016	0.084	-0.053	-0.068	0.055	-0.020	-0.015	0.076	-0.098	-0.010	-0.079	-0.039	0.086	-0.059	0.064	0.032	-0.033	0.094	0.056	0.047	0.072	0.026	-0.025	-0.047	-0.056	0.017	0.033	-0.027	0.016	-0.016
2	-0.010	-0.093	0.049	-0.008	0.088	-0.014	-0.015	0.009	-0.020	0.072	-0.079	0.080	1.000	0.044	-0.025	0.017	-0.091	-0.098	0.026	-0.011	0.048	-0.012	0.065	0.038	-0.042	0.040	0.118	-0.013	-0.013	-0.015	-0.118	-0.004	0.004	0.073	0.055	0.030	0.016	0.182	-0.073	0.095	-0.010	-0.044	-0.130	0.081	0.022	-0.106	-0.089	-0.064	-0.038	0.017
20	-0.035	-0.013	-0.010	-0.007	0.080	0.042	0.019	-0.028	0.024	0.004	-0.083	-0.102	0.044	1.000	-0.097	-0.060	-0.067	0.097	-0.057	-0.040	0.030	-0.046	-0.053	0.036	-0.031	0.119	0.039	-0.090	0.005	-0.009	0.020	0.023	0.037	-0.009	0.067	-0.026	-0.061	-0.051	-0.035	0.059	0.014	0.098	-0.013	0.014	0.053	-0.033	-0.049	0.009	-0.031	0.026
21	0.018	0.027	0.121	-0.017	0.029	-0.057	0.109	-0.050	-0.047	-0.017	-0.033	0.023	-0.025	-0.097	1.000	0.076	0.087	0.033	-0.037	-0.038	-0.001	-0.011	-0.040	0.099	0.013	0.048	-0.131	-0.058	0.023	-0.006	0.019	0.009	-0.025	0.088	0.029	-0.022	-0.040	-0.037	0.099	0.026	0.044	-0.007	0.032	0.017	-0.036	-0.050	0.050	-0.092	-0.054	-0.036
